PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,PD020,PD030,PD050,PD060,PD070,PD080,AP,SL,M_K
1000040002,10000400,239.69852,47,2,\N,\N,1000040003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1991,300,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,\N,10,\N,19,24,13,1,2,8214.79,6658.87,0,0,2555.7,0,0,0,0,0,0,0,0,353.61,291.29,0,0,1,1,1,1,1,1,10,1,1
1000040003,10000400,239.69852,45,1,\N,\N,1000040002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1995,400,\N,2,3,2,\N,2,\N,1,2,\N,7,3,54,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,21,\N,1,2,2960.01,2353.49,0,0,1064.44,0,233.79,177.82,0,0,0,3194.84,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000040004,10000400,239.69852,26,1,1000040003,1000040002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2012,344,1,2,3,2,\N,2,\N,\N,\N,\N,1,3,81,40,12,0,0,0,0,0,0,0,0,0,0,\N,22,\N,19,6,13,1,2,19787.54,14747.33,0,0,5913.52,0,0,0,0,0,0,0,0,646.48,521.44,0,0,1,1,1,1,1,1,10,1,1
1000050001,10000500,99.74599,48,2,\N,1000050003,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1993,600,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,23,24,12,0,0,0,0,0,0,0,0,0,0,16,85,\N,22,27,13,1,2,17953.08,14204.66,0,0,4627.09,0,0,0,0,0,0,0,0,144.9,121.89,0,0,1,1,1,1,1,1,10,1,1
1000050003,10000500,99.74599,73,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1962,300,4,1,2,2,\N,2,\N,2,\N,\N,7,\N,\N,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,2581.68,350.88,0,0,0,0,1,1,3,3,3,3,10,1,1
1000060001,10000600,185.02378,46,2,\N,\N,1000060002,\N,\N,\N,\N,\N,\N,2,1,2,\N,\N,300,2,2,3,\N,\N,2,\N,\N,\N,\N,4,2,53,30,0,0,0,12,0,0,0,0,0,0,0,\N,88,\N,18,27,1,\N,\N,1600,1600,0,0,0,0,1001.18,800,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000060002,10000600,185.02378,46,1,\N,1000060003,1000060001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1990,400,2,2,3,\N,\N,2,\N,\N,\N,\N,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,\N,41,\N,\N,28,13,1,2,8854.23,7181,0,0,2573.66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000060003,10000600,185.02378,77,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,\N,0,2,2,3,\N,\N,\N,\N,2,\N,\N,7,\N,\N,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,4023.84,269.52,0,0,0,0,3,1,1,3,3,1,10,1,1
1000060004,10000600,185.02378,1,2,\N,1000060005,\N,40,\N,0,0,0,5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
1000060005,10000600,185.02378,24,2,1000060002,1000060001,\N,\N,\N,\N,\N,\N,\N,3,3,1,60,\N,344,1,2,3,2,\N,2,\N,\N,\N,\N,1,3,42,40,12,0,0,0,0,0,0,0,0,0,0,\N,53,\N,18,6,13,1,2,3314.66,2800,0,0,793.98,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000110001,10001100,113.88787,59,2,\N,\N,1000110002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1989,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,\N,70,\N,24,34,13,1,2,23086.09,17085.12,0,0,7193.29,0,3876.77,3050.77,0,0,0,0,0,952.72,785.74,0,0,1,1,1,1,1,1,10,1,1
1000110002,10001100,113.88787,55,1,\N,\N,1000110001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1991,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,\N,26,\N,21,33,13,1,2,15684.45,11548.89,0,0,5052.75,305,3710,2784.35,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000120001,10001200,157.47629,19,2,1000120002,1000120003,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2017,344,1,2,3,\N,\N,2,\N,\N,\N,\N,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,\N,63,\N,18,1,13,1,2,10715.94,8219.22,0,0,3603.87,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000120002,10001200,157.47629,64,1,\N,\N,1000120003,\N,\N,\N,\N,\N,\N,2,1,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,12024.4,9144.55,0,0,0,3123.66,0,0,0,0,0,\N,\N,\N,\N,\N,\N,10,1,1
1000120003,10001200,157.47629,63,2,\N,\N,1000120002,\N,\N,\N,\N,\N,\N,2,1,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4148.55,3773.76,0,0,1269.39,0,0,0,0,0,0,2972.16,0,314.86,253.95,0,0,\N,\N,\N,\N,\N,\N,10,1,1
1000130001,10001300,228.11564,28,1,1000130005,1000130003,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2009,344,1,2,3,2,\N,2,\N,\N,\N,\N,1,3,74,40,12,0,0,0,0,0,0,0,0,0,0,\N,62,\N,19,8,13,1,2,16935.56,12596.38,0,0,5525.17,0,3005.55,2554.71,0,0,0,0,0,239.3,196.26,0,0,1,1,2,2,1,1,10,1,1
1000130003,10001300,228.11564,51,2,\N,\N,1000130005,\N,\N,\N,\N,\N,\N,2,1,2,\N,1990,600,3,2,3,2,\N,\N,\N,\N,\N,\N,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,\N,46,\N,23,28,13,1,1,8987.97,6830.64,0,0,2802.44,0,1032,1032,0,0,0,0,0,85.85,71.25,0,0,1,1,2,2,1,1,10,1,1
1000130004,10001300,228.11564,18,2,1000130005,1000130003,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2017,200,\N,2,3,1,2,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,10,1,1
1000130005,10001300,228.11564,60,1,\N,\N,1000130003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,300,3,2,3,1,2,\N,\N,\N,\N,\N,1,3,54,40,12,0,0,0,0,0,0,0,0,0,0,\N,80,\N,21,39,13,1,2,11583.21,9600,179.12,179.12,3014.36,0,0,0,0,0,0,0,0,754.44,610.39,0,0,1,1,2,2,1,1,10,1,1
1000140003,10001400,94.65006,30,1,\N,\N,1000140004,\N,\N,\N,\N,\N,\N,1,2,2,\N,2010,600,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,11,3,51,\N,0,0,0,0,0,0,0,0,0,0,12,\N,\N,\N,20,\N,\N,1,2,10,8.92,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,10,1,1
1000140004,10001400,94.65006,29,2,\N,\N,1000140003,\N,\N,\N,\N,\N,\N,1,2,1,60,2007,344,2,2,3,\N,\N,\N,\N,\N,\N,\N,3,3,51,40,0,6,6,0,0,0,0,0,0,0,0,\N,56,\N,17,7,15,1,2,0,0,0,0,0,0,1470,1117.93,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,10,1,1
1000140006,10001400,94.65006,2,2,1000140003,1000140004,\N,40,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
1000150001,10001500,38.84184,81,2,\N,\N,1000150004,\N,\N,\N,\N,\N,\N,2,1,2,\N,1956,300,\N,1,2,2,\N,\N,\N,1,\N,\N,7,3,91,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,55,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4121.52,0,0,0,0,0,1,1,1,3,3,1,10,1,1
1000150002,10001500,38.84184,51,1,1000150004,1000150001,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1987,300,\N,1,3,2,\N,2,\N,\N,\N,\N,1,3,96,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,19,31,15,1,2,5075.43,4467.1,0,0,1556.26,0,0,0,0,0,0,0,0,0,0,2544.3,0,1,1,1,3,1,1,10,1,1
1000150003,10001500,38.84184,45,2,1000150004,1000150001,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,1998,600,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,21,22,15,1,2,10260.68,8160,0,0,3076.48,0,0,0,0,0,0,0,0,555,444.62,0,0,1,1,1,3,3,1,10,1,1
1000150004,10001500,38.84184,85,1,\N,\N,1000150001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1953,300,\N,1,2,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,60,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5138.16,0,0,0,0,0,1,1,3,3,3,1,10,1,1
1000150005,10001500,38.84184,10,2,\N,1000150003,\N,\N,30,6,2,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
1000180002,10001800,95.28295,62,1,\N,\N,1000180003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1977,400,3,1,3,2,\N,\N,\N,\N,\N,\N,1,3,96,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,20,41,13,1,2,6433.34,5460.93,0,0,1970.97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,3,10,1,1
1000180003,10001800,95.28295,59,2,\N,\N,1000180002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1978,400,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,53,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,17,30,13,1,2,10575.27,8293.5,0,0,3297.37,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,10,1,1
1000190001,10001900,85.9792,80,1,\N,\N,1000190003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1955,200,\N,1,3,2,\N,\N,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,30,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3869.04,0,0,0,0,0,1,1,2,2,1,3,10,1,1
1000190003,10001900,85.9792,75,2,\N,\N,1000190001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1961,300,3,1,3,2,\N,2,\N,1,\N,\N,7,3,91,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3614.76,0,0,0,0,0,1,1,2,2,1,3,10,1,1
1000240001,10002400,109.6994,50,2,1000240002,1000240003,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1987,400,3,1,3,2,\N,2,\N,1,2,\N,8,3,52,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,20,23,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260.84,0,2,2,2,2,2,1,10,1,1
1000240002,10002400,109.6994,80,1,\N,\N,1000240003,\N,\N,\N,\N,\N,\N,2,1,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,4535.76,0,0,0,0,0,\N,\N,\N,\N,\N,\N,10,1,1
1000240003,10002400,109.6994,81,2,\N,\N,1000240002,\N,\N,\N,\N,\N,\N,2,1,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,3800.28,0,0,0,0,0,\N,\N,\N,\N,\N,\N,10,1,1
1000240004,10002400,109.6994,26,2,\N,1000240001,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4592.7,4136.33,0,0,1432.01,0,0,0,0,0,0,0,0,241.93,215.19,0,0,\N,\N,\N,\N,\N,\N,10,1,1
1000250002,10002500,141.25561,55,1,\N,\N,1000250003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1984,600,\N,2,3,\N,\N,\N,\N,1,1,1,5,3,33,\N,2,0,0,0,10,0,0,0,0,0,0,\N,\N,\N,\N,20,\N,1,2,341.26,310.55,0,0,106.41,0,0,0,0,1182.93,1182.93,0,0,0,0,0,0,1,1,2,2,1,1,10,1,1
1000250003,10002500,141.25561,37,2,\N,\N,1000250002,\N,\N,\N,\N,\N,\N,2,1,2,\N,\N,600,2,2,3,\N,\N,2,\N,\N,\N,\N,3,1,11,40,0,0,12,0,0,0,0,0,0,0,0,\N,56,\N,23,14,1,\N,\N,10490.99,8230.33,0,0,3271.09,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000250004,10002500,141.25561,18,2,1000250002,1000250003,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2017,200,\N,2,3,\N,\N,\N,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,1767.17,1471.52,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,10,1,1
1000250005,10002500,141.25561,2,2,1000250002,1000250003,\N,\N,\N,\N,0,0,20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
1000250006,10002500,141.25561,17,2,1000250002,1000250003,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2018,200,\N,2,3,\N,\N,\N,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000310001,10003100,218.39797,83,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1956,400,3,1,3,\N,\N,\N,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4225.46,269.52,0,0,0,0,2,1,1,3,1,3,10,1,1
1000330001,10003300,52.8026,65,2,\N,\N,1000330002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1972,400,3,1,3,2,\N,\N,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,8233.32,0,0,0,0,0,2,1,1,2,1,3,10,1,1
1000330002,10003300,52.8026,65,1,\N,\N,1000330001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1974,400,\N,1,3,2,\N,\N,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5493.6,0,0,0,0,0,3,1,1,2,1,3,10,1,1
1000390003,10003900,91.47519,81,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,\N,400,3,1,3,\N,\N,\N,\N,1,\N,\N,7,3,95,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5242.82,417.63,0,0,0,0,3,1,3,2,2,2,10,1,1
1000400001,10004000,194.91472,20,2,1000400002,1000400003,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2017,344,1,2,3,\N,\N,\N,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000400002,10004000,194.91472,56,1,\N,\N,1000400003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1986,700,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,11,45,12,0,0,0,0,0,0,0,0,0,0,\N,21,\N,23,31,12,1,1,70855.03,53849.82,1374.35,1374.35,22092.61,1150,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000400003,10004000,194.91472,51,2,\N,\N,1000400002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1993,600,\N,2,3,2,\N,2,\N,1,1,1,10,3,34,\N,0,0,0,0,0,0,0,0,0,12,0,\N,\N,\N,21,20,\N,1,2,1526.13,1132.52,0,0,466.83,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000400004,10004000,194.91472,17,1,1000400002,1000400003,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2017,200,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000400005,10004000,194.91472,15,1,1000400002,1000400003,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
1000400006,10004000,194.91472,13,2,1000400002,1000400003,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
1000420001,10004200,264.31806,57,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1980,300,3,1,2,2,\N,2,\N,\N,\N,\N,1,3,52,40,10,2,0,0,0,0,0,0,0,0,0,\N,47,\N,16,40,12,1,2,7668.77,6277.39,0,0,2370.03,0,0,0,0,0,0,0,0,392.5,325.19,0,0,\N,\N,\N,\N,\N,\N,10,1,1
1000480001,10004800,300.89935,47,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,1990,300,2,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,83,45,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,18,29,13,1,2,15100.81,14400,0,0,1304.76,0,0,0,0,0,0,0,0,1104.3,907.32,0,0,1,1,1,1,1,1,10,1,1
1000510001,10005100,136.41974,67,2,\N,\N,1000510002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1980,300,3,1,3,1,2,1,2,1,\N,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,30,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3813.48,0,0,0,0,0,3,1,1,3,1,3,10,1,1
1000510002,10005100,136.41974,71,1,\N,\N,1000510001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1965,300,2,2,3,\N,\N,\N,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,47,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4943.88,0,0,0,0,0,3,3,1,1,1,3,10,1,1
1000530001,10005300,492.90693,35,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,2006,600,1,2,3,2,\N,2,\N,\N,\N,\N,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,\N,52,\N,22,13,13,1,2,6373.18,6331.03,0,0,50.55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000530002,10005300,492.90693,4,2,\N,1000530001,\N,20,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
1000530003,10005300,492.90693,1,1,\N,1000530001,\N,\N,\N,\N,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
1000610001,10006100,65.41387,59,2,\N,\N,1000610002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1983,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,43,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,19,29,13,1,2,8859.77,7126.83,0,0,2714.34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000610002,10006100,65.41387,62,1,\N,\N,1000610001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1980,600,\N,2,3,2,\N,2,\N,\N,\N,\N,3,2,13,40,0,0,12,0,0,0,0,0,0,0,0,\N,41,\N,20,41,1,\N,\N,0,0,0,0,0,0,10330.4,8000,0,2548.88,2548.88,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000610003,10006100,65.41387,36,2,1000610002,1000610001,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,2006,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,96,\N,21,14,13,1,2,24145.36,18483.19,0,0,7102.72,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000640001,10006400,176.43176,45,1,\N,\N,1000640002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1997,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,20,52,\N,19,25,12,1,1,32177.43,25200,0,0,9064.84,245,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000640002,10006400,176.43176,45,2,\N,\N,1000640001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1997,600,\N,\N,\N,\N,\N,\N,\N,1,2,\N,10,1,12,\N,0,0,0,0,0,0,0,0,0,12,0,\N,\N,\N,20,22,\N,\N,\N,4669.73,4193.29,0,0,1242.7,0,0,0,0,171.83,171.83,0,0,2465.67,1957.15,0,0,\N,\N,\N,\N,\N,\N,10,1,1
1000640003,10006400,176.43176,17,2,1000640001,1000640002,\N,\N,\N,\N,\N,\N,\N,1,3,1,20,2014,100,2,2,3,\N,\N,\N,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,10,1,1
1000640004,10006400,176.43176,14,1,1000640001,1000640002,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
1000650001,10006500,256.88984,23,2,\N,\N,1000650004,\N,\N,\N,\N,\N,\N,2,1,2,\N,2014,344,\N,2,3,2,\N,2,\N,2,2,\N,10,\N,\N,\N,0,0,0,0,0,0,0,0,0,12,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,1418.7,1418.7,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
1000650004,10006500,256.88984,29,1,\N,\N,1000650001,\N,\N,\N,\N,\N,\N,2,1,2,\N,2010,344,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,21,7,12,1,2,9519.6,7800,0,0,2914.86,0,0,0,0,0,0,0,0,182.21,143.95,8030.31,0,1,1,1,1,1,1,10,1,1
