PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,PD020,PD030,PD050,PD060,PD070,PD080,AP,SL,M_K
3014810001,30148100,166.68614,53,1,\N,\N,3014810002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1984,400,\N,1,2,\N,\N,2,\N,\N,\N,\N,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,\N,29,\N,18,28,13,1,2,12128.24,9057.72,0,0,3796.86,0,0,0,0,0,0,0,0,2414.44,1907.41,0,0,1,1,1,1,1,1,5,5,1
3014810002,30148100,166.68614,52,2,\N,\N,3014810001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1984,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,91,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,18,34,13,1,2,6000,5110.42,0,0,1790.97,0,0,0,0,0,0,0,0,132.41,111.11,0,0,1,1,1,1,1,1,5,5,1
3014810004,30148100,166.68614,22,2,3014810001,3014810002,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2017,450,1,2,3,2,\N,2,\N,\N,\N,\N,1,3,44,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,20,1,13,1,2,10191.85,8025.43,0,0,3177.82,0,0,0,0,0,0,0,0,167.42,132.26,0,0,1,1,1,1,1,1,5,5,1
3014810005,30148100,166.68614,12,2,3014810001,3014810002,\N,\N,25,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3014830001,30148300,59.06561,79,1,\N,\N,3014830002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1963,700,3,1,2,2,\N,\N,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4854.24,0,0,0,0,0,3,1,1,2,1,1,5,5,1
3014830002,30148300,59.06561,71,2,\N,\N,3014830001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1967,400,3,1,2,2,\N,2,\N,1,\N,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3904.8,0,0,0,0,0,3,1,1,2,1,1,5,5,1
3014860001,30148600,169.26219,89,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1947,300,5,1,3,2,\N,\N,\N,1,\N,\N,7,3,52,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,25,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2663.88,625.08,0,0,0,0,2,1,1,2,2,3,5,5,1
3014870003,30148700,105.94212,41,2,\N,\N,3014870004,\N,\N,\N,\N,\N,\N,2,1,2,\N,1995,300,2,2,2,2,\N,2,\N,1,2,\N,10,3,31,\N,0,0,0,0,0,0,0,0,0,12,0,\N,\N,\N,18,15,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,1
3014870004,30148700,105.94212,37,1,\N,\N,3014870003,\N,\N,\N,\N,\N,\N,2,1,2,\N,2000,400,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,75,45,12,0,0,0,0,0,0,0,0,0,0,\N,10,\N,18,19,13,2,2,33556.91,22082.68,0,0,10463.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3014870005,30148700,105.94212,19,1,3014870004,3014870003,\N,\N,\N,\N,\N,\N,\N,1,3,1,45,2018,344,2,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,15275.48,9947.45,0,0,4762.89,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,1
3014870006,30148700,105.94212,14,1,3014870004,3014870003,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3014880001,30148800,234.46698,42,2,\N,\N,3014880002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1994,300,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,20,18,11,1,2,5203.01,4546.05,0,0,1637.49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3014880002,30148800,234.46698,45,1,\N,\N,3014880001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1991,300,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,54,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,20,23,13,1,2,12292.59,9464.26,0,0,3832.83,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3014880003,30148800,234.46698,18,2,3014880002,3014880001,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2018,344,\N,2,3,2,\N,2,\N,\N,\N,\N,2,3,51,20,0,4,0,0,0,0,0,8,0,0,0,\N,96,1,18,1,15,1,2,3307.64,2722.83,0,0,1031.31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,1
3014880004,30148800,234.46698,14,2,3014880002,3014880001,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3014890002,30148900,45.60521,54,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1988,400,3,1,3,2,\N,2,\N,\N,\N,\N,1,3,75,40,7,0,0,0,5,0,0,0,0,0,0,\N,31,\N,18,32,13,1,2,4247.63,3323.56,0,0,1530.21,0,0,0,0,1338.68,1338.68,0,0,0,0,0,0,1,1,2,2,1,2,5,5,1
3014910001,30149100,53.95546,67,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1973,600,3,1,2,2,\N,\N,\N,1,\N,\N,7,3,72,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,20,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3002.88,0,0,0,0,0,3,1,1,2,1,3,5,5,1
3014910003,30149100,53.95546,35,2,\N,3014910001,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,2009,600,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,43,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,20,13,13,1,2,11660.25,8789.39,0,0,3658.47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,5,5,1
3014910004,30149100,53.95546,14,2,\N,3014910003,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3014910005,30149100,53.95546,7,1,\N,3014910003,\N,\N,30,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3014930002,30149300,63.5096,66,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1972,400,2,2,3,\N,\N,\N,\N,1,\N,\N,7,3,43,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3504.72,269.52,0,0,0,0,1,1,1,3,1,1,5,5,1
3014940002,30149400,58.40036,53,2,\N,\N,3014940003,\N,\N,\N,\N,\N,\N,2,1,2,\N,2013,600,3,2,2,2,\N,2,\N,\N,\N,\N,1,3,26,40,12,0,0,0,0,0,0,0,0,0,0,\N,87,\N,20,32,13,1,2,11293.12,8787.24,0,0,3459.85,0,0,0,0,0,0,0,0,2890.63,2298.41,0,0,1,1,1,3,1,1,5,5,1
3014940003,30149400,58.40036,54,1,\N,\N,3014940002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1988,700,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,25,40,12,0,0,0,0,0,0,0,0,0,0,\N,23,\N,23,30,13,1,2,14926.43,11991.78,0,0,4723.15,0,0,0,0,0,0,0,0,438.03,356.82,5228.64,0,1,1,1,3,1,1,5,5,1
3014960001,30149600,193.71896,72,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1967,400,2,2,3,2,\N,2,\N,1,\N,\N,7,3,24,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5214.24,269.52,0,0,0,0,1,1,2,2,2,3,5,5,1
3014990001,30149900,349.57219,31,2,\N,\N,3014990004,\N,\N,\N,\N,\N,\N,2,1,2,\N,2018,600,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,\N,41,\N,18,13,13,1,2,1402.72,1126.16,0,0,669.01,0,4292.4,3264.37,0,1487.2,1487.2,0,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3014990003,30149900,349.57219,5,2,3014990004,3014990001,\N,50,\N,0,0,0,5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3014990004,30149900,349.57219,32,1,\N,\N,3014990001,\N,\N,\N,\N,\N,\N,2,1,2,\N,2007,600,2,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,\N,41,\N,18,13,13,1,1,11164.02,8549.54,0,0,3256.14,0,0,0,0,0,0,0,0,173.15,141.02,0,0,1,1,1,3,1,1,5,5,1
3014990005,30149900,349.57219,2,2,3014990004,3014990001,\N,40,\N,0,0,0,10,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3015000001,30150000,91.73012,74,1,\N,\N,3015000002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1967,700,3,1,2,2,\N,\N,\N,\N,\N,\N,2,3,12,10,0,12,0,0,0,0,0,0,0,0,0,\N,94,4,18,43,2,1,1,1812.58,1680,0,0,459.33,0,0,0,0,0,0,6983.77,0,218.05,174.47,0,0,3,1,1,2,1,1,5,5,1
3015000002,30150000,91.73012,75,2,\N,\N,3015000001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1964,400,3,1,2,2,\N,\N,\N,1,\N,\N,7,3,42,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,30,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2976.84,0,0,0,0,0,3,1,1,2,1,1,5,5,1
3015010002,30150100,494.67346,24,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2012,450,3,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,19,6,15,1,2,7102.55,5909.25,0,0,2214.58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3015040001,30150400,151.61952,56,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1985,600,2,\N,3,2,\N,2,\N,\N,\N,\N,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,\N,46,\N,24,32,5,1,2,19667.13,14531.68,0,0,6194.57,350,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,1
3015050001,30150500,109.82215,68,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1966,200,3,1,3,2,\N,\N,\N,1,\N,\N,7,3,51,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,43,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3751.2,0,0,0,0,0,2,1,2,2,2,1,5,5,1
3015050003,30150500,109.82215,47,1,\N,3015050001,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1989,300,2,2,3,2,\N,2,\N,1,1,1,5,3,81,\N,8,0,0,0,0,0,0,0,0,0,4,\N,\N,\N,18,28,\N,1,2,6804.83,5468.43,0,0,2004.66,0,0,0,0,0,0,0,0,435.16,350,0,0,1,1,1,1,1,1,5,5,1
3015060002,30150600,60.82116,67,1,\N,\N,3015060003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1969,300,\N,2,3,2,\N,\N,\N,1,\N,\N,7,3,96,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,46,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4470.24,0,0,0,0,0,1,1,1,3,1,3,5,5,1
3015060003,30150600,60.82116,59,2,\N,\N,3015060002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1978,400,5,1,1,2,\N,\N,\N,1,2,\N,8,3,51,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,19,26,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3,5,5,1
3015070001,30150700,79.47982,52,2,\N,\N,3015070002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1988,400,3,2,2,2,\N,\N,\N,1,1,1,5,3,52,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,20,26,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,5,5,1
3015070002,30150700,79.47982,53,1,\N,\N,3015070001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1985,400,\N,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,22,24,12,1,2,18355.67,13583.19,0,0,5723.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,5,5,1
3015090002,30150900,41.42594,62,1,\N,\N,3015090003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,16,43,13,1,2,8172.42,6654.92,0,0,2503.77,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3015090003,30150900,41.42594,63,2,\N,\N,3015090002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1974,300,\N,2,3,2,\N,2,\N,1,\N,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,30,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2357.64,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3015110001,30151100,81.93251,53,2,\N,\N,3015110002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1982,200,3,2,2,2,\N,2,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,56,\N,21,28,14,1,2,5378.31,4603.72,0,0,1713.74,0,0,0,0,0,0,0,0,162.76,135.06,0,0,2,1,1,2,1,1,5,5,1
3015110002,30151100,81.93251,59,1,\N,\N,3015110001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1982,700,3,2,2,2,\N,2,\N,\N,\N,\N,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,\N,91,\N,21,38,13,1,2,9704.24,7689.32,0,0,2973.05,0,490,372.64,0,0,0,0,0,323.46,270.4,0,0,2,1,1,2,1,1,5,5,1
3015130001,30151300,67.43675,66,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1975,700,3,1,2,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,37,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4482.48,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3015140002,30151400,82.06358,67,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1971,400,3,1,2,2,\N,2,\N,1,\N,\N,7,3,22,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5186.44,269.52,0,0,0,0,2,1,2,2,1,2,5,5,1
3015150002,30151500,70.75982,48,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,2007,600,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,18,23,13,1,1,18845.33,13914.83,0,0,5962.46,0,2400,2040,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3015180002,30151800,83.03109,52,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1991,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,26,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,24,28,13,1,2,25864.6,19803.38,0,0,8986.37,0,6862.5,5995.93,0,3233.08,2475.43,0,0,0,0,0,0,1,1,1,1,1,1,5,5,1
3015190001,30151900,128.64989,64,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,\N,400,2,2,3,2,\N,\N,\N,1,\N,\N,7,3,62,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,820.97,0,0,0,0,0,1,1,2,2,1,2,5,5,1
3015200001,30152000,246.86699,45,1,\N,\N,3015200002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1991,400,\N,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,92,40,12,0,0,0,0,0,0,0,0,0,0,\N,2,\N,18,12,15,1,2,4481.44,4055.21,0,0,1397.32,0,0,0,0,0,0,0,0,77.86,65.41,0,0,1,1,2,2,1,1,5,5,1
3015200002,30152000,246.86699,42,2,\N,\N,3015200001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1991,300,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,19,21,13,1,2,10661.51,8131.88,0,0,3335.22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,5,5,1
3015200003,30152000,246.86699,18,1,3015200001,3015200002,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2017,200,1,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,49,44.56,0,0,15.37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,5,5,1
3015200004,30152000,246.86699,10,1,3015200001,3015200002,\N,\N,30,0,4,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3015210001,30152100,141.37093,66,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1972,400,4,1,1,2,\N,1,1,1,\N,\N,7,3,26,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,41,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3263.16,0,0,0,0,0,2,1,1,2,1,3,5,5,1
3015220001,30152200,214.66569,30,2,\N,\N,3015220003,\N,\N,\N,\N,\N,\N,2,1,2,\N,2009,600,1,2,3,2,\N,2,\N,\N,\N,\N,1,3,32,40,3,0,0,0,0,0,0,0,0,0,9,\N,86,\N,22,8,11,1,2,2250,1726.5,0,0,701.55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3015220003,30152200,214.66569,31,1,\N,\N,3015220001,\N,\N,\N,\N,\N,\N,2,1,2,\N,2009,600,2,2,3,2,\N,\N,\N,\N,\N,\N,1,3,82,40,12,0,0,0,0,0,0,0,0,0,0,\N,29,\N,22,9,13,1,2,12187.59,9281.95,0,0,3529.32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,5,5,1
3015220004,30152200,214.66569,4,2,3015220003,3015220001,\N,45,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3015220005,30152200,214.66569,2,2,3015220003,3015220001,\N,45,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,5,1
3015250002,30152500,159.00683,57,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1979,300,3,1,2,2,\N,1,1,1,2,\N,8,3,71,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,20,29,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801.68,0,2,1,2,2,1,3,5,5,1
3015270001,30152700,68.87295,65,2,\N,\N,3015270002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,700,3,1,2,2,\N,2,\N,1,\N,\N,7,3,11,\N,8,0,0,0,0,4,0,0,0,0,0,\N,\N,\N,24,42,\N,1,1,16279.01,12472.59,0,0,5317.78,0,0,0,6591.4,0,0,11178.84,0,0,0,0,0,1,1,1,1,1,1,5,5,1
3015270002,30152700,68.87295,73,1,\N,\N,3015270001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1973,700,3,\N,2,2,\N,\N,\N,1,\N,\N,7,2,52,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,26,38,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,4782.72,0,0,0,0,0,1,1,1,3,1,3,5,5,1
3015330001,30153300,94.70534,75,2,\N,\N,3015330002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1963,300,3,2,3,2,\N,\N,\N,1,\N,\N,7,3,96,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,57,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,6700.2,0,0,0,0,0,1,1,1,3,1,3,5,5,1
3015330002,30153300,94.70534,79,1,\N,\N,3015330001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1987,300,\N,1,3,2,\N,\N,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,45,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3537,0,0,0,0,0,1,1,1,3,1,3,5,5,1
3015340001,30153400,94.79833,50,1,3015340002,3015340003,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1984,200,\N,1,1,2,\N,\N,\N,2,2,\N,8,\N,\N,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5965.63,0,3,1,3,3,3,3,5,5,1
3015340002,30153400,94.79833,80,1,\N,\N,3015340003,\N,\N,\N,\N,\N,\N,5,2,2,\N,1967,700,\N,1,2,2,\N,\N,\N,1,\N,\N,7,3,22,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,28,32,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3438.24,0,0,0,0,0,2,1,2,2,2,2,5,5,1
3015340003,30153400,94.79833,80,2,\N,\N,3015340002,\N,\N,\N,\N,\N,\N,5,2,2,\N,1957,300,4,1,2,2,\N,\N,\N,1,\N,\N,7,3,41,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,29,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2988,0,0,0,0,0,2,1,2,2,2,2,5,5,1
3015370001,30153700,128.91804,55,1,\N,3015370003,3015370002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1984,400,3,2,3,2,\N,\N,\N,\N,\N,\N,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,\N,31,\N,18,36,13,1,2,9772.41,7869.91,0,0,2792.98,0,0,0,0,0,0,0,0,335.64,271.86,0,0,1,1,1,2,1,1,5,5,1
3015370002,30153700,128.91804,56,2,\N,\N,3015370001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1979,300,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,18,38,13,1,2,5659.77,4980,0,0,1706.23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,5,5,1
3015370003,30153700,128.91804,79,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1950,100,\N,1,2,2,\N,\N,\N,1,\N,\N,7,3,31,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,34,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3141.24,269.52,0,0,0,0,3,1,1,3,1,3,5,5,1
