PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
2000760001,20007600,377.09121,41,2,\N,\N,2000760002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1995,700,3,1,2,2,\N,2,\N,1,2,\N,8,3,23,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,\N,13,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115.44,0,1,7,2
2000760002,20007600,377.09121,41,1,\N,\N,2000760001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1996,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,20,2,\N,18,23,13,1,1,14122.73,11726.4,0,0,3311.61,600,4318.02,4318.02,0,0,0,0,0,340.19,273.6,0,0,1,7,2
2000760003,20007600,377.09121,17,1,2000760002,2000760001,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2013,200,2,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
2000760004,20007600,377.09121,16,2,2000760002,2000760001,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2014,200,2,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
2000780001,20007800,401.56958,64,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1970,400,3,1,3,2,\N,2,\N,1,\N,\N,7,3,43,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,37,\N,1,2,0,0,0,0,0,0,4329.47,4225.21,0,0,0,2330.41,243.28,0,0,0,0,1,7,2
2000790002,20007900,407.16573,60,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1972,300,3,1,2,2,\N,2,\N,\N,\N,\N,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,\N,41,\N,20,40,12,1,2,4254.04,3499.86,0,0,1317.9,0,0,0,0,2167.39,2167.39,0,0,0,0,0,0,1,7,2
2000800001,20008000,213.22406,43,1,\N,\N,2000800004,\N,\N,\N,\N,\N,\N,1,2,2,\N,1989,300,3,1,3,2,\N,2,\N,1,1,1,5,3,96,\N,3,0,0,0,9,0,0,0,0,0,0,\N,\N,\N,40,1,\N,2,2,790.06,729,0,0,196.21,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
2000800004,20008000,213.22406,36,2,\N,\N,2000800001,\N,\N,\N,\N,\N,\N,1,2,2,\N,1999,400,2,2,3,2,\N,2,\N,2,1,1,5,\N,\N,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
2000800005,20008000,213.22406,8,1,2000800001,2000800004,\N,\N,30,15,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,7,2
2000800006,20008000,213.22406,10,2,2000800001,2000800004,\N,\N,30,15,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,7,2
2000800007,20008000,213.22406,12,2,2000800001,2000800004,\N,\N,30,15,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,7,2
2000810001,20008100,609.50709,57,1,\N,\N,2000810002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1979,300,3,1,2,2,\N,2,\N,\N,\N,\N,4,4,61,20,0,0,0,12,0,0,0,0,0,0,0,\N,1,3,18,40,2,\N,\N,0,0,0,0,0,0,1800.74,1700.74,0,0,0,0,0,0,0,0,0,1,7,2
2000810002,20008100,609.50709,49,2,\N,\N,2000810001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,100,2,2,3,2,\N,2,\N,\N,\N,\N,4,4,61,20,0,0,0,12,0,0,0,0,0,0,0,\N,1,3,16,34,2,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
2000810003,20008100,609.50709,26,1,2000810001,2000810002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2009,352,2,2,3,2,\N,2,\N,\N,\N,\N,2,3,96,20,0,12,0,0,0,0,0,0,0,0,0,\N,97,3,18,3,1,\N,2,4800,3893.49,0,0,1487.04,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
2000830001,20008300,276.59261,68,1,\N,\N,2000830002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1971,400,2,1,3,2,\N,2,\N,\N,\N,\N,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,\N,46,\N,21,45,13,1,1,19584.11,14895,720,0,6029.02,0,0,0,0,0,0,4159.48,0,0,0,0,0,1,7,2
2000830002,20008300,276.59261,67,2,\N,\N,2000830001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1969,400,\N,1,3,2,\N,2,\N,1,\N,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,22,38,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3165.55,0,0,0,0,0,1,7,2
2000840001,20008400,166.05645,71,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1970,600,2,2,3,2,\N,2,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,15,43,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3641.13,0,0,0,0,0,1,7,2
2000850001,20008500,270.57889,78,2,\N,\N,2000850002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1958,400,3,2,3,2,\N,2,\N,\N,\N,\N,4,4,61,20,0,0,0,12,0,0,0,0,0,0,0,\N,1,7,22,56,2,\N,\N,0,0,0,0,0,0,0,0,0,0,0,2069.52,0,0,0,0,0,1,7,2
2000850002,20008500,270.57889,72,1,\N,\N,2000850001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,400,3,1,2,2,\N,2,\N,\N,\N,\N,4,4,61,20,0,0,0,12,0,0,0,0,0,0,0,\N,1,7,16,57,2,\N,\N,0,0,0,0,0,0,0,0,0,0,0,3292.24,0,0,0,0,0,1,7,2
2000880001,20008800,273.24961,78,1,\N,\N,2000880002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1965,700,4,2,2,2,\N,2,\N,2,\N,\N,8,\N,\N,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,2622.33,0,0,0,0,0,2,2,1
2000880002,20008800,273.24961,77,2,\N,\N,2000880001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1960,300,\N,2,2,2,\N,2,\N,2,\N,\N,8,\N,\N,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,3468.16,0,0,0,0,0,2,2,1
2000910001,20009100,172.77462,60,1,\N,\N,2000910003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1975,400,\N,1,2,2,\N,2,\N,1,2,\N,8,3,93,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,16,20,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2000910003,20009100,172.77462,60,2,\N,\N,2000910001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1975,400,3,2,2,2,\N,2,\N,1,\N,\N,7,3,91,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,37,\N,1,2,4826.95,3859.81,0,0,1485.21,0,0,0,0,0,0,0,0,268.94,216.19,0,0,2,2,1
2000950002,20009500,484.22011,69,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1963,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,81,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,14,37,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2832.82,0,0,0,0,0,2,2,1
2000970002,20009700,227.63617,74,2,\N,\N,2000970003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1964,400,3,1,2,2,\N,2,\N,1,\N,\N,7,3,22,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3108.46,0,0,0,0,0,2,2,1
2000970003,20009700,227.63617,69,1,\N,\N,2000970002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1968,700,3,1,2,2,\N,2,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,43,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,2618.99,0,0,0,0,0,2,2,1
2001010002,20010100,220.97569,78,1,\N,\N,2001010003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1960,700,5,1,1,2,\N,2,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,24,27,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3500.46,0,0,0,0,0,2,2,1
2001010003,20010100,220.97569,76,2,\N,\N,2001010002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1956,300,4,1,2,2,\N,2,\N,1,\N,\N,7,3,91,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,39,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2279.26,0,0,0,0,0,2,2,1
2001050001,20010500,458.91225,54,2,\N,\N,2001050002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1983,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,23,30,13,1,2,12047.35,9186.85,0,0,3733.46,175,217.8,185.02,0,0,0,0,0,0,0,0,0,2,2,1
2001050002,20010500,458.91225,56,1,\N,\N,2001050001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1981,700,\N,2,3,2,\N,2,\N,\N,\N,\N,3,2,11,40,0,0,12,0,0,0,0,0,0,0,0,\N,70,\N,21,23,1,\N,\N,9377.75,7127.07,0,0,2905.23,125,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001060001,20010600,580.03322,55,2,\N,\N,2001060002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1984,400,3,2,3,1,2,1,1,1,1,1,5,3,91,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,18,33,\N,1,2,0,0,0,0,0,0,0,0,0,1116.97,1116.97,0,0,0,0,0,0,2,2,1
2001060002,20010600,580.03322,57,1,\N,\N,2001060001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1975,300,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,72,40,6,0,0,0,6,0,0,0,0,0,0,\N,41,\N,18,33,15,1,2,3370.6,2640,0,0,1231.84,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001070001,20010700,652.53885,55,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,2003,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,23,25,12,0,0,0,0,0,0,0,0,0,0,6,85,\N,18,37,13,1,2,14824.18,12168,0,0,3428.72,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001080001,20010800,1296.1469,56,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1983,700,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,\N,91,\N,18,38,13,1,2,7023.23,5484.29,0,0,2230.23,0,0,0,0,0,0,0,0,345.65,277.13,0,0,2,2,1
2001090001,20010900,190.83536,70,2,\N,\N,2001090002,\N,\N,\N,\N,\N,\N,2,1,2,\N,\N,0,4,1,2,2,\N,1,1,1,\N,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,38,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2842.39,0,0,0,0,0,2,2,1
2001090002,20010900,190.83536,79,1,\N,\N,2001090001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1957,400,\N,1,1,2,\N,2,\N,1,\N,\N,7,3,74,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3486.74,0,0,0,0,0,2,2,1
2001100001,20011000,232.19376,60,1,\N,\N,2001100002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,700,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,96,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,18,\N,11,1,2,3941.62,3254.16,0,0,1221.12,0,0,0,0,0,0,0,0,729.28,580.09,3275.59,0,2,2,1
2001100002,20011000,232.19376,56,2,\N,\N,2001100001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1981,700,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,23,\N,11,1,1,8570.4,6513.44,0,0,2655.13,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001110001,20011100,170.52688,62,1,\N,\N,2001110002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1978,400,3,1,2,2,\N,2,\N,\N,\N,\N,3,2,72,40,0,0,12,0,0,0,0,0,0,0,0,\N,45,\N,21,41,2,\N,\N,4430,3758.12,0,0,763.48,0,0,0,0,0,0,0,0,5260.68,4165.89,0,0,2,2,1
2001110002,20011100,170.52688,63,2,\N,\N,2001110001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1971,300,3,1,2,2,\N,1,1,1,\N,\N,7,3,53,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2502.84,0,0,0,0,0,2,2,1
2001120001,20011200,929.97151,63,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1989,700,4,1,2,2,\N,2,\N,1,\N,\N,8,3,96,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,23,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2576.99,0,0,0,0,0,2,2,1
2001130001,20011300,924.03528,64,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1979,400,3,2,3,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,24,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3231.65,0,0,0,0,0,2,2,1
2001140001,20011400,984.43775,68,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1965,400,3,1,2,2,\N,2,\N,1,\N,\N,7,3,96,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2689.15,243.28,0,0,0,0,2,2,1
2001150003,20011500,78.36274,40,1,\N,\N,2001150004,\N,\N,\N,\N,\N,\N,1,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001150004,20011500,78.36274,40,2,\N,\N,2001150003,\N,\N,\N,\N,\N,\N,1,2,2,\N,1997,700,2,2,3,2,\N,2,\N,\N,\N,\N,3,2,21,40,0,0,0,0,0,0,0,0,0,0,12,\N,71,\N,23,17,1,\N,\N,0,0,0,0,0,0,202.73,134.31,0,0,0,0,0,0,0,0,0,2,2,1
2001150005,20011500,78.36274,2,2,2001150003,2001150004,\N,\N,\N,\N,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,2,1
2001160001,20011600,282.85089,72,1,\N,\N,2001160002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1960,400,\N,2,3,2,\N,2,\N,1,\N,\N,7,3,73,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,35,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2864.78,0,0,0,0,0,2,2,1
2001160002,20011600,282.85089,67,2,\N,\N,2001160001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1967,400,3,2,3,2,\N,2,\N,\N,\N,\N,2,3,32,20,0,12,0,0,0,0,0,0,0,0,0,\N,86,7,20,47,11,1,2,3683.52,3120,0,0,1035.54,0,0,0,0,0,0,2662.06,0,0,0,0,0,2,2,1
2001170001,20011700,282.85089,72,1,\N,\N,2001170002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,800,4,1,2,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,47,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,6439.16,0,0,0,0,0,2,2,1
2001170002,20011700,282.85089,73,2,\N,\N,2001170001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1970,700,4,1,2,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,44,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,2690.37,0,0,0,0,0,2,2,1
2001190001,20011900,984.43775,68,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1972,700,3,1,2,2,\N,2,\N,\N,\N,\N,1,3,31,40,12,0,0,0,0,0,0,0,0,0,0,40,25,\N,19,50,13,1,1,9174.7,7200,180,0,2539.76,0,4246.49,3500,0,0,0,4925.57,0,3498.12,2780.58,0,0,2,2,1
2001210001,20012100,246.716,67,1,\N,\N,2001210002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1965,400,4,1,2,2,\N,2,\N,1,\N,\N,7,3,72,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,25,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2794.91,0,0,0,0,0,2,2,1
2001210002,20012100,246.716,65,2,\N,\N,2001210001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1977,400,\N,1,2,2,\N,2,\N,1,\N,\N,7,3,91,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,25,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,1526.52,0,0,0,0,0,2,2,1
2001220001,20012200,809.44865,26,2,2001220003,2001220002,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2007,344,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,\N,32,\N,19,6,12,1,2,6118.58,4841.43,0,0,1904.89,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001220002,20012200,809.44865,58,2,\N,\N,2001220003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1975,300,4,1,3,2,\N,2,\N,1,2,\N,8,3,75,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,18,35,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.05,0,2,2,1
2001220003,20012200,809.44865,56,1,\N,\N,2001220002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,300,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,92,40,12,0,0,0,0,0,0,0,0,0,0,\N,81,\N,18,39,12,1,1,6408.57,5400,0,0,1622.41,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001230001,20012300,603.73006,51,1,\N,\N,2001230002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1983,400,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,20,31,13,1,2,4547.78,3840,0,0,1282.9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001230002,20012300,603.73006,49,2,\N,\N,2001230001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1987,400,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,43,40,12,0,0,0,0,0,0,0,0,0,0,\N,28,\N,22,25,12,1,2,7880.45,5981.23,0,0,2513.91,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001230003,20012300,603.73006,26,2,2001230001,2001230002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2012,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,23,3,12,1,2,5417.74,4328.76,0,0,1702.82,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001230004,20012300,603.73006,24,1,2001230001,2001230002,\N,\N,\N,\N,\N,\N,\N,1,3,1,70,2014,600,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,2,2,1
2001230005,20012300,603.73006,18,2,2001230001,2001230002,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2014,200,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001240001,20012400,2112.28887,27,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,2011,600,2,2,3,2,\N,2,\N,1,2,\N,11,3,93,\N,0,0,0,0,0,0,0,0,0,0,12,\N,\N,\N,22,5,\N,1,2,693.75,527.18,0,0,312.62,0,0,0,0,315.34,239.62,0,0,0,0,0,0,2,2,1
2001240002,20012400,2112.28887,1,1,\N,2001240001,\N,\N,\N,\N,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,2,1
2001250001,20012500,749.11738,80,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1952,300,4,2,2,2,\N,2,\N,1,\N,\N,7,3,74,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3000.98,337.57,0,0,0,0,2,2,1
2001270001,20012700,733.18583,84,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1951,400,5,1,1,2,\N,2,\N,1,\N,\N,7,3,31,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,36,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3165.82,243.28,0,0,0,0,2,2,1
2001280001,20012800,718.20362,88,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1942,300,4,1,1,2,\N,2,\N,1,\N,\N,7,3,52,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5139.03,243.28,0,0,0,0,2,2,1
2001310001,20013100,333.25387,49,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1983,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,22,27,13,1,2,6282.42,5400,0,0,1459.33,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001320001,20013200,439.75667,58,1,\N,\N,2001320002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1977,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,\N,10,\N,21,37,13,1,2,8536.52,6616.91,0,0,2654.89,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001320002,20013200,439.75667,46,2,\N,\N,2001320001,\N,\N,\N,\N,\N,\N,2,1,2,\N,2013,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,\N,10,\N,20,26,13,1,2,7387.08,5750.47,0,0,2401.53,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001320003,20013200,439.75667,22,2,2001320001,2001320002,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2011,344,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,6131.1,4772.87,0,0,1931.3,0,95.09,72.26,0,0,0,0,0,58.43,49.65,0,0,2,2,1
2001320004,20013200,439.75667,18,1,2001320001,2001320002,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2013,200,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2001350001,20013500,928.34071,78,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,1971,700,4,1,2,2,\N,2,\N,1,\N,\N,7,3,13,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,43,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3778.41,0,0,0,0,0,2,2,1
2001360001,20013600,268.77076,81,1,\N,\N,2001360002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1957,700,3,1,2,2,\N,2,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,37,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4289.56,0,0,0,0,0,2,2,1
2001360002,20013600,268.77076,80,2,\N,\N,2001360001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1960,400,4,1,3,2,\N,2,\N,1,\N,\N,7,3,26,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,33,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,2334.99,0,0,0,0,0,2,2,1
