PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
1059070001,10590700,281.47011,69,1,\N,\N,1059070002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1964,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,73,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,37,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3850.94,0,0,0,0,0,1,6,1
1059070002,10590700,281.47011,68,2,\N,\N,1059070001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1965,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,73,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,33,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3911.18,0,0,0,0,0,1,6,1
1059080001,10590800,501.2576,60,1,\N,\N,1059080002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1973,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,38,\N,18,39,13,1,2,6567.45,5174.06,0,0,2077.73,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059080002,10590800,501.2576,57,2,\N,\N,1059080001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1981,700,4,1,2,1,7,2,\N,1,1,1,5,3,23,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,24,31,\N,1,2,493.22,390.67,0,0,156.62,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059080003,10590800,501.2576,24,1,1059080001,1059080002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2012,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,73,40,12,0,0,0,0,0,0,0,0,0,0,\N,14,\N,22,2,13,1,2,7873.8,6146.15,0,0,2395.87,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059100001,10591000,63.02088,54,1,\N,1059100002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1984,600,\N,2,2,2,\N,2,\N,1,2,\N,8,3,23,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,22,27,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874.36,0,1,6,1
1059100002,10591000,63.02088,82,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1958,600,3,2,2,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,26,33,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2714.56,243.28,0,0,0,0,1,6,1
1059100003,10591000,63.02088,50,2,\N,1059100002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1986,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,26,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,24,27,12,1,2,7538.98,5891.41,0,0,2335.58,0,506.84,386.46,0,0,0,0,0,0,0,0,0,1,6,1
1059110001,10591100,1197.55941,40,1,\N,\N,1059110003,\N,\N,\N,\N,\N,\N,5,2,2,\N,2014,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,18,21,13,1,1,13880.36,10800,0,0,4054.42,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059110002,10591100,1197.55941,2,2,1059110001,1059110003,\N,40,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,6,1
1059110003,10591100,1197.55941,35,2,\N,\N,1059110001,\N,\N,\N,\N,\N,\N,1,2,2,\N,2010,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,21,14,13,1,2,8175.36,7210,0,0,1306.19,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059120001,10591200,666.85608,73,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1964,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,53,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,37,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2575.53,243.28,0,0,0,0,1,6,1
1059130001,10591300,158.04586,60,2,\N,\N,1059130002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1980,400,3,2,2,2,\N,2,\N,1,2,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,22,\N,1,2,0,0,0,0,0,0,0,0,0,1759.52,1759.52,0,0,0,0,0,0,1,6,1
1059130002,10591300,158.04586,66,1,\N,\N,1059130001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1970,600,3,1,2,2,\N,2,\N,1,\N,\N,7,3,24,\N,2,0,0,0,0,10,0,0,0,0,0,\N,\N,\N,22,37,\N,1,2,8723.44,6722.22,0,0,2702.52,0,0,0,0,0,0,4043.12,0,0,0,0,0,1,6,1
1059140001,10591400,246.26184,51,2,\N,1059140002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1981,300,\N,1,2,2,\N,2,\N,1,2,\N,8,3,51,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,18,5,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200.65,0,1,6,1
1059140002,10591400,246.26184,77,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1961,400,3,1,2,2,\N,2,\N,1,\N,\N,7,3,81,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,36,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3004.99,0,0,0,0,0,1,6,1
1059150001,10591500,412.75908,40,2,\N,\N,1059150003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1994,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,20,16,3,\N,2,11693.15,9077.23,0,0,3383.88,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059150002,10591500,412.75908,18,2,1059150003,1059150001,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2013,200,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059150003,10591500,412.75908,44,1,\N,\N,1059150001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1993,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,41,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,23,21,13,1,2,11137.52,8547.16,0,0,3450.4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059150004,10591500,412.75908,16,1,1059150003,1059150001,\N,\N,\N,\N,\N,\N,\N,1,3,1,20,2008,100,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059160001,10591600,638.09787,19,2,1059160004,1059160002,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2013,200,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,574.97,491.7,0,0,178.97,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059160002,10591600,638.09787,39,2,\N,\N,1059160004,\N,\N,\N,\N,\N,\N,2,1,2,\N,1991,200,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,91,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,19,17,13,1,2,3870.23,3302.53,0,0,1228.98,0,0,0,0,0,0,0,0,123.39,102.12,0,0,1,6,1
1059160003,10591600,638.09787,6,2,1059160004,1059160002,\N,\N,20,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,6,1
1059160004,10591600,638.09787,38,1,\N,\N,1059160002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1992,200,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,\N,42,\N,20,19,13,1,2,9808.96,7556.02,0,0,2935.93,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059170001,10591700,127.58589,62,2,\N,\N,1059170002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1970,300,3,2,2,2,\N,2,\N,1,\N,\N,7,3,81,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3350.18,0,0,0,0,0,1,6,1
1059170002,10591700,127.58589,52,1,\N,\N,1059170001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1980,400,\N,2,2,2,\N,2,\N,\N,\N,\N,1,3,81,40,12,0,0,0,0,0,0,0,0,0,0,\N,13,\N,20,31,13,1,2,6544.16,5191.3,0,0,1890.36,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059180001,10591800,114.60044,47,1,\N,\N,1059180002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1989,400,3,1,3,2,\N,2,\N,\N,\N,\N,4,2,33,20,0,0,0,12,0,0,0,0,0,0,0,\N,55,7,21,\N,1,\N,\N,0,0,0,0,0,0,30275.3,29811.61,0,0,0,0,0,0,0,0,0,1,6,1
1059180002,10591800,114.60044,47,2,\N,\N,1059180001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1988,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,23,36,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,19,26,13,1,2,6761.08,5302.05,0,0,2146.97,0,0,0,0,0,0,0,0,129.01,105.94,0,0,1,6,1
1059200001,10592000,179.6028,55,2,\N,\N,1059200002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1980,400,3,1,2,2,\N,2,\N,1,2,\N,8,3,43,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,21,30,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103.68,0,1,6,1
1059200002,10592000,179.6028,51,1,\N,\N,1059200001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1984,300,3,1,2,2,\N,2,\N,1,2,\N,8,3,21,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,21,20,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.75,0,1,6,1
1059220001,10592200,428.25572,40,2,\N,\N,1059220004,\N,\N,\N,\N,\N,\N,2,1,2,\N,1992,300,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,91,40,12,0,0,0,0,0,0,0,0,0,0,\N,81,\N,22,16,13,1,2,4469.88,3746,0,0,1406.09,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059220002,10592200,428.25572,14,1,1059220004,1059220001,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,6,1
1059220003,10592200,428.25572,18,2,1059220004,1059220001,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2013,200,1,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,6,1
1059220004,10592200,428.25572,43,1,\N,\N,1059220001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1990,200,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,3,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,17,\N,13,1,2,9817.85,7615.6,0,0,3041.57,125,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059230001,10592300,171.8531,78,2,\N,\N,1059230004,\N,\N,\N,\N,\N,\N,2,1,2,\N,1957,400,4,1,2,2,\N,2,\N,1,\N,\N,7,3,22,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2518.57,0,0,0,0,0,1,6,1
1059230002,10592300,171.8531,47,2,1059230004,1059230001,1059230003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1990,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,20,\N,5,1,1,14753.64,11179.62,0,0,4685,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059230003,10592300,171.8531,48,1,\N,\N,1059230002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1985,400,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,\N,35,\N,22,\N,13,1,2,7063.86,5531.44,0,0,2188.39,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059230004,10592300,171.8531,81,1,\N,\N,1059230001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1955,300,\N,1,2,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3115.34,0,0,0,0,0,1,6,1
1059230005,10592300,171.8531,23,2,1059230003,1059230002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2014,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,93,\N,20,4,13,1,2,5097.4,4096.57,0,0,1618.67,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059240001,10592400,253.33161,86,1,\N,\N,1059240002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1972,400,4,1,1,2,\N,2,\N,1,\N,\N,7,3,14,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,55,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,4100.61,0,0,0,0,0,1,6,1
1059240002,10592400,253.33161,80,2,\N,\N,1059240001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1962,400,4,1,1,2,\N,2,\N,1,\N,\N,7,3,12,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,42,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,2928.06,0,0,0,0,0,1,6,1
1059260001,10592600,225.80996,62,1,\N,\N,1059260002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1972,400,\N,2,3,2,\N,2,\N,1,2,\N,7,3,33,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,30,\N,1,2,0,0,0,0,0,0,3102.91,2231.7,0,0,0,0,0,0,0,3268.86,0,1,6,1
1059260002,10592600,225.80996,62,2,\N,\N,1059260001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1975,700,3,1,3,2,\N,2,\N,1,\N,\N,7,3,12,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,37,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,1929.77,0,0,0,0,0,1,6,1
1059270001,10592700,264.31085,44,1,\N,\N,1059270003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1988,300,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,\N,16,\N,19,20,12,1,2,8007.63,6720,0,0,1989.81,0,28.96,0,0,0,0,0,0,0,0,0,0,1,6,1
1059270002,10592700,264.31085,20,1,1059270001,1059270003,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2013,344,2,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059270003,10592700,264.31085,41,2,\N,\N,1059270001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1997,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,93,40,12,0,0,0,0,0,0,0,0,0,0,\N,16,\N,23,18,13,1,2,7609.01,6240,0,0,1980.83,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059270004,10592700,264.31085,12,1,1059270001,1059270003,\N,\N,28,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,6,1
1059280001,10592800,454.33872,49,1,\N,\N,1059280002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1983,300,\N,1,2,2,\N,2,\N,\N,\N,\N,3,1,13,40,0,0,12,0,0,0,0,0,0,0,0,20,49,\N,18,\N,3,\N,\N,0,0,0,0,0,0,4119.25,3500,0,0,0,0,0,0,0,0,0,1,6,1
1059280002,10592800,454.33872,43,2,1059280009,\N,1059280001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1989,300,3,1,2,2,\N,2,\N,1,1,1,5,3,43,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,18,20,\N,1,2,506.15,460.59,0,0,156.8,0,0,0,0,1060.49,1060.49,0,0,150.07,120.99,0,0,1,6,1
1059280003,10592800,454.33872,24,2,1059280001,1059280002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2012,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,\N,55,\N,19,5,14,1,2,2740.28,2400,0,0,618.01,0,0,0,0,227.34,227.34,0,0,0,0,0,0,1,6,1
1059280004,10592800,454.33872,22,2,1059280001,1059280002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2014,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,55,\N,19,3,12,1,2,4874.52,3958.84,0,0,1455.67,0,0,0,0,0,0,0,0,80.14,68.45,0,0,1,6,1
1059280005,10592800,454.33872,21,2,1059280001,1059280002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2012,344,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,55,\N,19,2,13,1,2,6915.93,5409.07,0,0,2180.21,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059280006,10592800,454.33872,18,1,1059280001,1059280002,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2015,344,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059280007,10592800,454.33872,17,2,1059280001,1059280002,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2014,200,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059280008,10592800,454.33872,16,2,1059280001,1059280002,\N,\N,\N,\N,\N,\N,\N,1,3,1,20,2012,100,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059280009,10592800,454.33872,69,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,\N,0,\N,2,2,2,\N,2,\N,1,\N,\N,8,3,96,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,16,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,1992.78,243.28,0,0,0,0,1,6,1
1059290001,10592900,505.65946,54,1,\N,\N,1059290002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1980,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,83,45,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,20,21,12,1,2,13318.22,12000,0,0,1715.03,0,0,0,0,0,0,0,0,256.1,207.62,0,0,1,6,1
1059290002,10592900,505.65946,53,2,\N,\N,1059290001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1982,400,2,2,3,2,\N,2,\N,\N,\N,\N,3,2,52,40,0,0,12,0,0,0,0,0,0,0,0,\N,47,\N,19,11,1,\N,\N,0,0,0,0,0,0,5428,5000,0,0,0,0,0,0,0,0,0,1,6,1
1059300001,10593000,139.48161,58,1,\N,\N,1059300002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1980,700,\N,2,3,2,\N,2,\N,\N,\N,\N,3,2,52,40,0,0,12,0,0,0,0,0,0,0,0,\N,47,\N,18,29,2,\N,\N,0,0,0,0,0,0,28614.46,27835.12,0,0,0,0,0,0,0,0,0,1,6,1
1059300002,10593000,139.48161,58,2,\N,\N,1059300001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1979,700,3,2,3,2,\N,2,\N,\N,\N,\N,3,2,52,40,0,0,12,0,0,0,0,0,0,0,0,\N,47,\N,18,33,2,\N,\N,0,0,0,0,0,0,41911.98,41042.9,0,0,0,0,0,0,0,0,0,1,6,1
1059310001,10593100,307.27587,64,1,\N,\N,1059310002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1968,200,3,2,2,2,\N,2,\N,1,\N,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,45,\N,1,2,9504.25,7219.54,0,0,2957.54,0,0,0,0,0,0,3724.86,0,0,0,0,0,1,6,1
1059310002,10593100,307.27587,64,2,\N,\N,1059310001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1980,400,\N,2,2,2,\N,2,\N,\N,\N,\N,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,19,46,13,1,2,7626.66,5796.26,0,0,2362.74,0,0,0,0,0,0,3639.66,0,0,0,0,0,1,6,1
1059330001,10593300,307.18302,46,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1987,400,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,19,21,13,1,2,4924.75,4200,0,0,1330.35,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059330002,10593300,307.18302,18,2,\N,1059330001,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2013,200,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,66.6,55.68,0,0,20.63,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059340001,10593400,198.40654,56,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,1976,300,3,2,3,2,\N,2,\N,1,1,2,5,3,71,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,20,20,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059350001,10593500,256.81595,65,2,\N,\N,1059350003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1970,400,3,1,2,2,\N,2,\N,1,\N,\N,7,3,43,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,37,\N,1,2,0,0,0,0,0,0,58,58,0,0,0,3151.58,0,0,0,0,0,1,6,1
1059350002,10593500,256.81595,33,1,1059350003,1059350001,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2004,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,\N,46,\N,18,14,11,1,2,3786.49,3079.29,0,0,1261.97,0,0,0,0,145.23,145.23,0,0,0,0,0,0,1,6,1
1059350003,10593500,256.81595,62,1,\N,\N,1059350001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1970,300,3,2,2,2,\N,2,\N,\N,\N,\N,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,\N,41,\N,18,44,12,2,2,4446.04,3674.07,0,0,1291.52,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
1059360001,10593600,277.03841,81,2,\N,\N,1059360002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1949,100,4,1,2,2,\N,2,\N,1,\N,\N,7,3,51,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,34,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3106.43,0,0,0,0,0,1,6,1
1059360002,10593600,277.03841,83,1,\N,\N,1059360001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1941,100,4,1,2,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3568.58,0,0,0,0,0,1,6,1
1059370001,10593700,462.57124,68,1,\N,\N,1059370002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1982,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,41,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2364.35,0,0,0,0,0,1,7,2
1059370002,10593700,462.57124,65,2,\N,\N,1059370001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1968,400,3,2,3,2,\N,2,\N,1,\N,\N,7,3,61,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2405.68,0,0,0,0,0,1,7,2
1059370003,10593700,462.57124,43,1,1059370001,1059370002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1989,400,3,1,2,2,\N,2,\N,\N,\N,\N,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,30,10,\N,18,26,13,1,2,7353.1,5710.82,0,0,2346.27,83,18415.97,17416.79,0,0,0,0,0,0,0,0,0,1,7,2
1059380001,10593800,589.73249,56,1,\N,\N,1059380002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1979,400,3,1,2,2,\N,2,\N,\N,\N,\N,3,4,61,50,0,0,12,0,0,0,0,0,0,0,0,\N,1,\N,20,29,2,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.31,0,1,7,2
